Time,NodeID,IndividualID,Gender,AgeYears,IsInfected,PyrogenicThreshold,FeverKillingRate,MSP_0,MSP_1,MSP_2,MSP_3,MSP_4,MSP_5,MSP_6,MSP_7,MSP_8,MSP_9,MSP_10,MSP_11,MSP_12,MSP_13,MSP_14,MSP_15,MSP_16,MSP_17,MSP_18,MSP_19,PfEMP1_0,PfEMP1_1,PfEMP1_2,PfEMP1_3,PfEMP1_4,PfEMP1_5,PfEMP1_6,PfEMP1_7,PfEMP1_8,PfEMP1_9,PfEMP1_10,PfEMP1_11,PfEMP1_12,PfEMP1_13,PfEMP1_14,PfEMP1_15,PfEMP1_16,PfEMP1_17,PfEMP1_18,PfEMP1_19,PfEMP1_20,PfEMP1_21,PfEMP1_22,PfEMP1_23,PfEMP1_24,PfEMP1_25,PfEMP1_26,PfEMP1_27,PfEMP1_28,PfEMP1_29,PfEMP1_30,PfEMP1_31,PfEMP1_32,PfEMP1_33,PfEMP1_34,PfEMP1_35,PfEMP1_36,PfEMP1_37,PfEMP1_38,PfEMP1_39,PfEMP1_40,PfEMP1_41,PfEMP1_42,PfEMP1_43,PfEMP1_44,PfEMP1_45,PfEMP1_46,PfEMP1_47,PfEMP1_48,PfEMP1_49,PfEMP1_50,PfEMP1_51,PfEMP1_52,PfEMP1_53,PfEMP1_54,PfEMP1_55,PfEMP1_56,PfEMP1_57,PfEMP1_58,PfEMP1_59,PfEMP1_60,PfEMP1_61,PfEMP1_62,PfEMP1_63,PfEMP1_64,PfEMP1_65,PfEMP1_66,PfEMP1_67,PfEMP1_68,PfEMP1_69,PfEMP1_70,PfEMP1_71,PfEMP1_72,PfEMP1_73,PfEMP1_74,PfEMP1_75,PfEMP1_76,PfEMP1_77,PfEMP1_78,PfEMP1_79,PfEMP1_80,PfEMP1_81,PfEMP1_82,PfEMP1_83,PfEMP1_84,PfEMP1_85,PfEMP1_86,PfEMP1_87,PfEMP1_88,PfEMP1_89,PfEMP1_90,PfEMP1_91,PfEMP1_92,PfEMP1_93,PfEMP1_94,PfEMP1_95,PfEMP1_96,PfEMP1_97,PfEMP1_98,PfEMP1_99,PfEMP1_100,PfEMP1_101,PfEMP1_102,PfEMP1_103,PfEMP1_104,PfEMP1_105,PfEMP1_106,PfEMP1_107,PfEMP1_108,PfEMP1_109,PfEMP1_110,PfEMP1_111,PfEMP1_112,PfEMP1_113,PfEMP1_114,PfEMP1_115,PfEMP1_116,PfEMP1_117,PfEMP1_118,PfEMP1_119,PfEMP1_120,PfEMP1_121,PfEMP1_122,PfEMP1_123,PfEMP1_124,PfEMP1_125,PfEMP1_126,PfEMP1_127,PfEMP1_128,PfEMP1_129,PfEMP1_130,PfEMP1_131,PfEMP1_132,PfEMP1_133,PfEMP1_134,PfEMP1_135,PfEMP1_136,PfEMP1_137,PfEMP1_138,PfEMP1_139,PfEMP1_140,PfEMP1_141,PfEMP1_142,PfEMP1_143,PfEMP1_144,PfEMP1_145,PfEMP1_146,PfEMP1_147,PfEMP1_148,PfEMP1_149,PfEMP1_150,PfEMP1_151,PfEMP1_152,PfEMP1_153,PfEMP1_154,PfEMP1_155,PfEMP1_156,PfEMP1_157,PfEMP1_158,PfEMP1_159,PfEMP1_160,PfEMP1_161,PfEMP1_162,PfEMP1_163,PfEMP1_164,PfEMP1_165,PfEMP1_166,PfEMP1_167,PfEMP1_168,PfEMP1_169,PfEMP1_170,PfEMP1_171,PfEMP1_172,PfEMP1_173,PfEMP1_174,PfEMP1_175,PfEMP1_176,PfEMP1_177,PfEMP1_178,PfEMP1_179,PfEMP1_180,PfEMP1_181,PfEMP1_182,PfEMP1_183,PfEMP1_184,PfEMP1_185,PfEMP1_186,PfEMP1_187,PfEMP1_188,PfEMP1_189,PfEMP1_190,PfEMP1_191,PfEMP1_192,PfEMP1_193,PfEMP1_194,PfEMP1_195,PfEMP1_196,PfEMP1_197,PfEMP1_198,PfEMP1_199,PfEMP1_200,PfEMP1_201,PfEMP1_202,PfEMP1_203,PfEMP1_204,PfEMP1_205,PfEMP1_206,PfEMP1_207,PfEMP1_208,PfEMP1_209,PfEMP1_210,PfEMP1_211,PfEMP1_212,PfEMP1_213,PfEMP1_214,PfEMP1_215,PfEMP1_216,PfEMP1_217,PfEMP1_218,PfEMP1_219,PfEMP1_220,PfEMP1_221,PfEMP1_222,PfEMP1_223,PfEMP1_224,PfEMP1_225,PfEMP1_226,PfEMP1_227,PfEMP1_228,PfEMP1_229,PfEMP1_230,PfEMP1_231,PfEMP1_232,PfEMP1_233,PfEMP1_234,PfEMP1_235,PfEMP1_236,PfEMP1_237,PfEMP1_238,PfEMP1_239,PfEMP1_240,PfEMP1_241,PfEMP1_242,PfEMP1_243,PfEMP1_244,PfEMP1_245,PfEMP1_246,PfEMP1_247,PfEMP1_248,PfEMP1_249,PfEMP1_250,PfEMP1_251,PfEMP1_252,PfEMP1_253,PfEMP1_254,PfEMP1_255,PfEMP1_256,PfEMP1_257,PfEMP1_258,PfEMP1_259,PfEMP1_260,PfEMP1_261,PfEMP1_262,PfEMP1_263,PfEMP1_264,PfEMP1_265,PfEMP1_266,PfEMP1_267,PfEMP1_268,PfEMP1_269,PfEMP1_270,PfEMP1_271,PfEMP1_272,PfEMP1_273,PfEMP1_274,PfEMP1_275,PfEMP1_276,PfEMP1_277,PfEMP1_278,PfEMP1_279,PfEMP1_280,PfEMP1_281,PfEMP1_282,PfEMP1_283,PfEMP1_284,PfEMP1_285,PfEMP1_286,PfEMP1_287,PfEMP1_288,PfEMP1_289,PfEMP1_290,PfEMP1_291,PfEMP1_292,PfEMP1_293,PfEMP1_294,PfEMP1_295,PfEMP1_296,PfEMP1_297,PfEMP1_298,PfEMP1_299,PfEMP1_300,PfEMP1_301,PfEMP1_302,PfEMP1_303,PfEMP1_304,PfEMP1_305,PfEMP1_306,PfEMP1_307,PfEMP1_308,PfEMP1_309,PfEMP1_310,PfEMP1_311,PfEMP1_312,PfEMP1_313,PfEMP1_314,PfEMP1_315,PfEMP1_316,PfEMP1_317,PfEMP1_318,PfEMP1_319,PfEMP1_320,PfEMP1_321,PfEMP1_322,PfEMP1_323,PfEMP1_324,PfEMP1_325,PfEMP1_326,PfEMP1_327,PfEMP1_328,PfEMP1_329,PfEMP1_330,PfEMP1_331,PfEMP1_332,PfEMP1_333,PfEMP1_334,PfEMP1_335,PfEMP1_336,PfEMP1_337,PfEMP1_338,PfEMP1_339,PfEMP1_340,PfEMP1_341,PfEMP1_342,PfEMP1_343,PfEMP1_344,PfEMP1_345,PfEMP1_346,PfEMP1_347,PfEMP1_348,PfEMP1_349,PfEMP1_350,PfEMP1_351,PfEMP1_352,PfEMP1_353,PfEMP1_354,PfEMP1_355,PfEMP1_356,PfEMP1_357,PfEMP1_358,PfEMP1_359,PfEMP1_360,PfEMP1_361,PfEMP1_362,PfEMP1_363,PfEMP1_364,PfEMP1_365,PfEMP1_366,PfEMP1_367,PfEMP1_368,PfEMP1_369,PfEMP1_370,PfEMP1_371,PfEMP1_372,PfEMP1_373,PfEMP1_374,PfEMP1_375,PfEMP1_376,PfEMP1_377,PfEMP1_378,PfEMP1_379,PfEMP1_380,PfEMP1_381,PfEMP1_382,PfEMP1_383,PfEMP1_384,PfEMP1_385,PfEMP1_386,PfEMP1_387,PfEMP1_388,PfEMP1_389,PfEMP1_390,PfEMP1_391,PfEMP1_392,PfEMP1_393,PfEMP1_394,PfEMP1_395,PfEMP1_396,PfEMP1_397,PfEMP1_398,PfEMP1_399,PfEMP1_400,PfEMP1_401,PfEMP1_402,PfEMP1_403,PfEMP1_404,PfEMP1_405,PfEMP1_406,PfEMP1_407,PfEMP1_408,PfEMP1_409,PfEMP1_410,PfEMP1_411,PfEMP1_412,PfEMP1_413,PfEMP1_414,PfEMP1_415,PfEMP1_416,PfEMP1_417,PfEMP1_418,PfEMP1_419,PfEMP1_420,PfEMP1_421,PfEMP1_422,PfEMP1_423,PfEMP1_424,PfEMP1_425,PfEMP1_426,PfEMP1_427,PfEMP1_428,PfEMP1_429,PfEMP1_430,PfEMP1_431,PfEMP1_432,PfEMP1_433,PfEMP1_434,PfEMP1_435,PfEMP1_436,PfEMP1_437,PfEMP1_438,PfEMP1_439,PfEMP1_440,PfEMP1_441,PfEMP1_442,PfEMP1_443,PfEMP1_444,PfEMP1_445,PfEMP1_446,PfEMP1_447,PfEMP1_448,PfEMP1_449,PfEMP1_450,PfEMP1_451,PfEMP1_452,PfEMP1_453,PfEMP1_454,PfEMP1_455,PfEMP1_456,PfEMP1_457,PfEMP1_458,PfEMP1_459,PfEMP1_460,PfEMP1_461,PfEMP1_462,PfEMP1_463,PfEMP1_464,PfEMP1_465,PfEMP1_466,PfEMP1_467,PfEMP1_468,PfEMP1_469,PfEMP1_470,PfEMP1_471,PfEMP1_472,PfEMP1_473,PfEMP1_474,PfEMP1_475,PfEMP1_476,PfEMP1_477,PfEMP1_478,PfEMP1_479,PfEMP1_480,PfEMP1_481,PfEMP1_482,PfEMP1_483,PfEMP1_484,PfEMP1_485,PfEMP1_486,PfEMP1_487,PfEMP1_488,PfEMP1_489,PfEMP1_490,PfEMP1_491,PfEMP1_492,PfEMP1_493,PfEMP1_494,PfEMP1_495,PfEMP1_496,PfEMP1_497,PfEMP1_498,PfEMP1_499
4801,1,9,M,13.1562,0,50000,2.51117,,,,,,0.34,0.34,0.34,,,,0.340005,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,0.340001,,,0.34,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.34,0.34,,,,,,,,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,0.34,0.34,,0.340004,,,,,,,,,,,,,0.34,,,,,0.34,,,0.34,,,0.34,,,,0.34,,,,,,,,,,,,,,,,,0.340001,,0.34,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.34,,,0.340001,,,,,0.34,0.34,,,,0.34,0.34,,,,,,,0.34,0.34,,0.34,,,,0.34,,,0.34,0.34,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.34,0.34,,,0.34,,,,,,,0.34,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.340004,,,,0.34,,,,,,,,,,,,0.34,,,,,0.34,,,,,,,,,0.34,,,,,,,,0.34,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,0.34,,,,,,,,0.34,,0.34,,0.34,0.34,0.34,,0.34,0.34,,,,,,,,,,0.34,,,0.34,,0.34,,,,,,,,,,,,,,,,,,,,0.34,,,0.34,,,,,,,,0.34,0.34,,,,,0.34,,,,,,,,,,0.34,,,0.34,0.34,,,,,,,,,,,,,,,,,,0.34,,0.34,,0.340004,,,,,,,,0.34,,,,,,,,0.34,,,0.34,,,0.340001,0.34,,,,,,0.34,,,,,0.34,,,,,,,,,,,,,,0.34,,,,,,,
4801,1,10,F,13.1562,0,50000,2.49536,,0.34,,,0.34,,,,,,,0.340001,0.34,,,,,,,0.34,,,,,,,,,,,,,,,,0.34,,,,,,,0.34,,,,,,,,,0.34,0.34,,,,,,,,,,,,,0.34,,,,,,,0.34,,0.340001,,,,,,0.34,,,,,,,,,,0.34,,,,0.34,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,,0.34,,,0.34,,,,,,,,,,,,,,,,,,,,,,,0.34,,,0.34,,,,,,,,,,,,,,,,,,,,,0.34,0.34,,0.34,,,,,,,0.34,,0.34,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,,,0.34,,0.34,,,0.34,,0.34,,,,,,,,,,0.34,,,,,,,0.34,,,,0.34,0.34,,,,,,,,0.34,,,,,,0.34,0.34,0.34,0.34,,,,,0.34,,,,0.34,,,,,0.34,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,0.34,,,,,,,0.34,0.34,,0.34,,,0.34,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,0.0164744,,,,,0.34,0.34,,,0.34,,,0.00640968,,,,,,,,,0.34,,,,,0.34,0.34,,,,,0.34,,,,,0.34,,,0.34,,,,,0.34,,,,,,0.34,,,,,,,,,,0.34,,,,,,,,,,0.34,,,,,0.34,0.34,,,,0.340001,,,,,,,,,,,,,,,,0.34,,,,0.34,,,,,,,0.34,,,,,,,,,,0.34,,,,,0.34,,0.34,,,,0.34,,0.34,,,,,,,,,0.34,,,,,,,0.34,,,0.34,0.34,,,,,
4801,1,11,F,13.1562,0,50000,2.6285,,,,,,,0.340003,,,,,,,,,0.34,,,0.34,0.34,,0.34,,,,,,,,,,,,,0.34,,0.34,,,,0.34,,,0.34,,0.34,0.34,0.34,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,0.34,,,,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,0.34,,,,,,,0.34,,0.34,,0.34,,,,,0.34,,0.34,,,,,,,0.340001,,,,0.34,,,,,,,,,0.34,,,,,,,,,,0.34,,,,,,,0.340001,,0.34,,,,0.340002,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.34,,,,,0.34,,,,,0.34,,0.34,,,0.34,,,0.34,,,,,,,,,,,,,,,,,,,,,,0.340001,,,,,,,,,,0.34,,,,,0.34,0.34,,,,,,,,,0.34,,,,,,,,,,,,0.34,,,,0.34,0.34,,,,,,,,,,,,,,,0.34,,,,,,,0.34,,,0.34,,,0.34,,,,,,,,,0.34,,,,,,,0.34,,,0.34,,0.34,,,0.34,0.34,,0.34,,,,,,,,0.34,,,,,0.340001,,,0.34,0.34,,,,,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,,0.34,,,,,,,,,,,0.34,,,,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,0.34,,,,,0.34,,,,,0.34,,,,,,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
4801,1,12,F,13.1562,0,50000,2.18919,,,,,0.340001,,,,,0.34,,,,0.34,,0.34,,,0.34,,,,,,,,0.34,0.34,,,0.34,,,,,,,0.34,,,,,,0.34,,,,,,0.34,,,,,,,,,,,0.34,,0.340001,,,,,,,0.34,,,,,,,,,0.34,,,,,,,,,,,,0.34,,,0.34,,,,,,,,,,0.34,,0.34,,0.34,,,,,,,,,0.34,,,,,0.340001,0.34,,,,,,,,,,,,,,,0.34,,0.34,,,,,0.34,,,,0.34,,0.34,,,0.34,,,,,0.34,,,,,0.34,0.34,0.34,,,0.34,0.34,,,,,0.34,,,,,,,,,,,,0.340001,,,,,,,,0.34,0.34,,,0.34,0.34,0.340001,,0.34,0.34,0.34,,,,,,,,,,0.34,,,0.34,,0.34,,,,0.34,0.34,,,0.34,,,,,,,,,,0.34,,,0.34,,,,,,,,,,,,,,,,,,,0.0404216,,,,,,0.34,0.34,,,,0.34,,,,,0.34,0.34,,,,,0.34,,,,,0.34,,,,,0.34,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,,0.34,0.34,,,,,0.34,,0.34,,,,,,0.34,,,,0.34,0.34,,0.34,,,,0.34,,,,,0.34,0.34,,,,,0.340001,0.340001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,0.34,,,,,,,,,,,,,0.34,,,,,0.34,,,,,,,,,,,,,,,,,,,0.34,0.34,,,0.34,,,,,,,,,,,,,,0.34,,,,,0.34,,,,,0.34,,,,,0.34,0.34,,0.34,,0.34,,,,,,,,,,,0.34,,0.34,,,,,,,,,,
4801,1,13,M,13.1562,0,50000,1.70194,0.34,,0.340002,,0.34,0.34,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,0.34,,0.34,,,,,,,,,,,,,,,0.34,0.34,,,0.34,,,,0.34,,,,,,,,0.34,,0.34,,,,,,0.34,,,,,,,,0.34,,0.34,,,,0.34,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,0.34,,,,,,,,,0.34,,,,,,0.34,,,,0.34,,,,,,,0.34,,,,0.34,,,,,,,,,,,0.34,,,,,,0.34,,,0.34,,,,,0.34,,,,,,,,,,,,,0.34,0.34,0.0170013,,,,,,,,,,,,,0.34,0.34,0.34,,,,,,,,0.34,,,,,,,,,,0.34,,0.34,,,,,,,,0.340002,,,,0.34,,0.34,,,,0.34,,,,,,,,,,,,,0.34,,,,,0.340001,,,,,,0.34,,,,,,,,0.34,0.34,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,0.34,,,,,,,0.34,0.34,,0.34,,,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,0.34,0.34,,,,0.34,,,,0.34,,,,,,,,,,,,0.34,0.34,,,0.34,,,0.340001,,,,,,,,,,,,,0.34,,,,0.34,,,,,,,,0.34,,,,,,0.34,,,,0.34,,0.34,,,,,0.34,,,,,,,0.34,,,,,,,0.34,,0.34,,,,,,,,,,,,,0.34,,,,
4801,1,14,M,13.1562,0,50000,1.83977,,,,,,,,,,0.34,,,0.340002,,,,0.34,0.34,,,,0.34,,0.34,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,0.34,,0.34,,,,0.34,,,0.34,0.34,,,,,,,,,,,0.34,,0.34,,,,,0.34,,,,,,,,,,,,,0.0337136,0.34,,0.34,,,,,,,,,0.34,,,,,,,,,0.34,,,,0.34,0.34,,,,0.34,,,,,,,,0.34,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.34,,,,,,,,0.34,0.34,,,,,0.34,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,,,,0.34,,,0.34,,,,0.34,,,,,,,,,,,,,0.34,,,,,,0.34,,,,,,,,,,,,,,0.34,,,,0.34,0.34,,,0.34,,,,,,,,0.34,0.34,,,,0.34,,,,,,0.34,,,,,,0.34,,,,0.34,,,,0.34,,0.34,,,,,,,,,,,,,,,,0.34,0.34,,,0.34,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,,,0.34,,,0.024871,,,,,,,,,,,,,,,,0.34,,,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,0.34,,,,0.340002,0.34,,,,0.34,,,,,,,,0.34,,,,,0.34,,,0.34,,,,,,,,,,,,,,0.34,0.34,,,,,0.34,0.34,,,,,,,0.34,,,,,,,,,,,,,,0.34,,,,0.34,,0.34,,,,,,0.34,,,,,,0.34,,,,,,,,,,0.34,,,,,0.34,0.34,,,,,
4801,1,15,F,13.1562,0,42834.4,2.72228,,0.340001,0.34,,0.34,,,0.34,0.34,,,,,,,,,,,,,,,,,,,,0.34,,,,0.34,0.34,,,0.34,,,,,,,,0.34,,0.34,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,0.34,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,0.34,,,,,0.34,0.34,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,0.34,,,,0.34,,,,,,,0.34,,,,,,,,,,,,,,,,,0.34,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.34,0.34,,,,,0.34,,,,,,0.34,,0.34,0.34,,,,,0.34,0.34,,,,0.34,,,,,0.34,,,,,,,0.34,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,0.34,,,,0.34,,0.0085371,,,,,,,,,,,,,,0.34,,,,0.34,,,0.34,,,,,0.34,,,,0.34,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,0.34,,,,,0.34,0.34,0.34,,,,,,,0.34,,,,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,,0.00800566,,,0.34,,0.34,,,,,,,,,,,,0.34,,,,,0.34,0.34,,0.34,,,,,,,,0.34,,,,,,,,0.34,,,,,,,,0.34,,,,,,,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,,,,
4801,1,16,M,13.1562,0,50000,2.1829,,,,,,,,,0.34,,,,,0.34,,0.34,0.340001,,,0.34,,,,,,,,,0.340001,,0.34,0.34,,,,,,,,,,0.0253932,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.34,,,,,0.34,,,,,,,,,,,0.34,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,0.34,,,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.34,0.34,,,,,,,,,,,,,0.34,,,,,,,0.34,,,,,,,,,,,,,0.34,,0.34,,,,,,,,0.34,,,0.34,0.34,,,,,,,,,,0.34,,,,,,,,,0.34,,,,,,,,,,0.34,,,,,,,,,,,,,,0.34,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,0.34,0.34,,,,,,0.34,,,,,,0.34,,,0.34,,,,,,,,,,,0.34,,,0.34,,,0.34,,,,,0.34,,,,,,,,,,0.34,0.34,0.34,,,0.34,,0.34,,,,,,,,,,,,,0.0154198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,0.34,,,0.34,,,,,0.34,,,,,,0.34,,,,,,,,,0.34,,,,,,0.34,0.34,,,,,,,,0.34,,,0.34,,,,,,,0.34,,,,,,,,0.34,,,,,,,,,,,,,,0.34,,,,,,,,,0.34,,,,,,,,0.34,,0.34,0.34,,,,
4801,1,17,M,13.1562,0,50000,2.51562,,,,,,,,0.340002,,,,0.34,,,,0.34,0.34,,,0.34,,,,,,,,,,,,,,0.34,,0.34,0.34,0.34,,,,,,,,0.34,,0.34,,,0.34,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,0.34,,,,0.34,,,0.34,,,,,,,,,,,,0.34,,,,,0.34,,0.340001,,,,,,,,,,,,0.34,0.34,,,,,,0.34,,,,,0.34,,,,,0.34,,,,,,0.34,,,,0.34,0.34,,,,0.34,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,0.34,,0.34,,0.34,,0.34,,0.34,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,0.340002,,,,,,,,,,,,,,,,,,,0.34,,,,0.34,,,,,,,,,,,,,,,,,,,,0.34,,,0.34,,,,,,,,,,,,,,,,0.34,,,,,,,0.34,,,,,,,,0.34,,,,,,,,,,0.00853708,0.34,,,,,0.340001,,,,,,,,,,,,0.34,,,,0.34,0.34,,,0.34,,,,,0.34,,,,,,0.34,,,,,,,0.340001,,,,,,,,,,,,,,,,,,0.34,,,,0.34,,0.34,,,,,,,,,,,,0.34,0.34,,,,,0.34,,,,,,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,,,,0.34,,0.34,0.34,,,,0.34,,,,0.34,,,,,,,,,,,,,,0.34,,,,,,,,0.34,,,,0.34,,,,,0.34,,0.34,,,,,,,,,,,,,,,,,,,0.34,,,0.34,0.34,,,,,0.34,0.34,0.34,,,
4801,1,18,F,13.1562,0,50000,1.9469,0.34,,,,,0.34,0.340003,,,,0.34,,,,,,,,0.34,,,,,0.34,,,,0.34,,0.340001,,,,,0.34,,,,,,,,,0.340001,,,,,,,0.340003,,0.34,,0.34,0.34,,,,,,,,0.34,,,,,0.00694195,,,,,0.34,,0.34,,,,,,0.34,0.34,,,0.34,,,0.34,,,,0.34,,,,,,,,,,,,,,,,,,,,0.34,0.34,,,,,,,0.34,0.34,,,,,,,,,,,,,,0.34,,,,0.34,,0.0170013,,,,,,,,,,,,,,,,,,0.34,0.34,,,0.34,,,,,,,0.34,,,,,,0.34,,,,,,,0.34,,0.0159472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.340001,,,,,,0.340001,,,,,,,,,,,,0.340002,0.34,,0.34,,,,0.34,,,,,,,,,0.34,,,,,,,,,,,,0.34,,0.34,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.34,,0.34,,,,,,,0.34,,,,,,0.34,,,,,,,,,,,0.34,,0.34,,,,,,,0.34,0.34,,,,,,,,,,,0.340001,,,0.34,0.34,,0.340001,,,,,0.34,,,,,,,,,,,,,,,,,0.34,,,,,,0.34,,,,,0.34,0.34,,,,,,,,,,,,,,,,0.34,,0.34,,,,,,,,,0.34,,,,0.34,0.34,,,,,,,,,,0.34,,,,,,,0.34,0.34,,,,,,,,,,,,0.34,,,,,,,,,,,,0.34,,0.340002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,1,19,M,13.1562,0,50000,1.90819,,0.34,,,,,0.34,,,,,0.34,,,,,,,0.340001,,,,,,,0.340001,,,,0.34,0.34,,,,0.34,,,,0.34,0.34,0.34,,,0.0154198,,,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.34,,,0.34,,,,,,0.34,0.34,,,,0.34,,,0.34,,,0.34,,,,,,,,,,,0.34,,,,,,0.34,,,,,,,,,,0.34,0.34,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,0.34,,0.34,0.34,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,0.34,,,,,,0.34,,,,,0.34,,,0.34,,0.34,,0.34,,,0.34,,,,,,,,,0.34,,,,,0.34,0.34,,0.34,,,,,,,,,0.34,,,,,,,,,,,,,,,,,0.34,,,,,,,0.34,0.34,,,,,,,,,,,,0.34,,,,0.34,,,,,0.34,,,,,,,,,0.34,0.34,,,,,,,,,,,,,0.34,,,,,0.34,,,,,,0.34,,,,,,,,,0.34,,,,,0.34,0.34,0.34,,,,,,,,,,,,,0.34,,,,,,,0.34,,,,0.34,0.34,,0.34,,,,,0.34,,,,0.34,,,,,,0.34,,0.34,,,,,,0.34,,,,0.34,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,0.34,,,,,,,,0.34,,,,,,0.34,,,,,0.34,0.34,,,,0.34,,0.340001,,0.34,,,,0.340001,,,0.34,,,,,,,,,,,,,,,0.34,0.34,0.34,0.34,,,,,0.34,,,0.34,,,,,,,,,,,,0.34,,,,,,,,,,
